Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Custom field (Start date),Custom field (Team),Custom field (Vulnerability),Status Category,Status Category Changed
FR-2.19: Premium Voice Parameters,KAN-37,10248,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Vocal","Premium users SHALL have access to additional voice character options (age range, vibrato).",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i000a7:,,,,To Do,26/Feb/26 10:14 AM
FR-2.18: Vocal Tone Presets,KAN-36,10247,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Vocal","The system SHALL support vocal tone presets (Warm, Bright, Raspy, Smooth, Powerful).",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0009z:,,,,To Do,26/Feb/26 10:14 AM
FR-2.17: Vocal Gender Selection,KAN-35,10246,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Vocal","The system SHALL provide a Vocal Gender selector with options: Female, Male.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0009r:,,,,To Do,26/Feb/26 10:14 AM
FR-2.16: Genre Support Coverage,KAN-34,10245,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,AI-Music","The system SHALL support Electronic, Pop, Hip-Hop, Rock, Latin, R&B, Jazz, Classical, World, etc.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0009j:,,,,To Do,26/Feb/26 10:14 AM
FR-2.15: Style Randomization,KAN-33,10244,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI",The system SHALL provide a refresh/randomize button to suggest new style tag combinations.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0009b:,,,,To Do,26/Feb/26 10:14 AM
FR-2.14: Multi-Tag Support,KAN-32,10243,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI",Style tags SHALL be additive users can select multiple tags simultaneously.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i00093:,,,,To Do,26/Feb/26 10:14 AM
FR-2.13: Style Tag Chip Selection,KAN-31,10242,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI",The system SHALL display quick-select style tags as clickable chips.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0008v:,,,,To Do,26/Feb/26 10:14 AM
FR-2.12: Style Description Textbox,KAN-30,10241,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,AI-Music","The system SHALL provide a text area for users to describe style, mood, instrument, and genre.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0008n:,,,,To Do,26/Feb/26 10:14 AM
FR-2.11: Max Lyric Character Count,KAN-29,10240,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Lyrics","The lyrics input SHALL support a maximum of 3,000 characters.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0008f:,,,,To Do,26/Feb/26 10:14 AM
FR-2.10: Lyric Pre-generation Edit,KAN-28,10239,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Lyrics",AI-generated lyrics SHALL be editable by the user before final generation.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i00087:,,,,To Do,26/Feb/26 10:14 AM
FR-2.9: AI Lyrics Generator,KAN-27,10238,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Lyrics",The system SHALL provide a 'Generate Lyrics' button that creates original lyrics based on theme.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0007z:,,,,To Do,26/Feb/26 10:14 AM
FR-2.8: AI Lyrics Optimization,KAN-26,10237,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Lyrics",The system SHALL provide an 'Optimize' button that uses AI to improve user-written lyrics.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0007r:,,,,To Do,26/Feb/26 10:14 AM
FR-2.7: Instrumental Input Placeholder,KAN-25,10236,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,UI","When instrumental mode is active, the lyrics input SHALL display placeholder text.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0007j:,,,,To Do,26/Feb/26 10:14 AM
FR-2.6: Instrumental Only Mode,KAN-24,10235,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Lyrics",The system SHALL provide an Instrumental toggle to generate music without vocals.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0007b:,,,,To Do,26/Feb/26 10:14 AM
FR-2.5: Multi-line Lyrics Input,KAN-23,10234,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Lyrics",The system SHALL provide a multi-line text area for users to enter custom lyrics.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i00073:,,,,To Do,26/Feb/26 10:14 AM
FR-2.4: Model Versioning Selection,KAN-22,10233,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,AI-Music",The system SHALL display the current AI model version with the option to select versions.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0006v:,,,,To Do,26/Feb/26 10:14 AM
FR-2.3: Custom Mode Granular Control,KAN-21,10232,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,AI-Music","Custom Mode SHALL expose full control over lyrics, style, vocal, melody, and advanced parameters.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0006n:,,,,To Do,26/Feb/26 10:14 AM
FR-2.2: Easy Mode Auto-Configuration,KAN-20,10231,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,AI-Music","Easy Mode SHALL accept a simple text prompt and auto-select style, instrumentation, and structure.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0006f:,,,,To Do,26/Feb/26 10:14 AM
FR-2.1: Creation Mode Toggle,KAN-19,10230,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,AI-Music",The system SHALL provide two creation modes: Easy and Custom.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i00067:,,,,To Do,26/Feb/26 10:14 AM
FR-1.15: Notification Opt-in/out,KAN-18,10229,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Profile","The system SHALL allow users to manage notification preferences (email, in-app).",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0005z:,,,,To Do,26/Feb/26 10:14 AM
FR-1.14: Account Deletion Grace Period,KAN-17,10228,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Profile",The system SHALL provide account deletion functionality with a 30-day grace period.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0005r:,,,,To Do,26/Feb/26 10:14 AM
FR-1.13: Subscription Status Display,KAN-16,10227,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Profile",The system SHALL display the user's current subscription tier and remaining Gold balance.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0005j:,,,,To Do,26/Feb/26 10:14 AM
FR-1.12: Profile Identity Edit,KAN-15,10226,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:14 AM,26/Feb/26 10:14 AM,,,,0,"Functional,Profile",The system SHALL allow users to view and edit their display name and avatar.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0005b:,,,,To Do,26/Feb/26 10:14 AM
FR-1.11: Password Reset via OTP,KAN-14,10225,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:13 AM,26/Feb/26 10:13 AM,,,,0,"Functional,Auth",The system SHALL support password reset via email with time-limited OTP (10 minutes).,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i00053:,,,,To Do,26/Feb/26 10:14 AM
FR-1.10: Brute Force Account Lock,KAN-13,10224,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:13 AM,26/Feb/26 10:13 AM,,,,0,"Functional,Security",The system SHALL lock accounts after 5 consecutive failed login attempts for 15 minutes.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0004v:,,,,To Do,26/Feb/26 10:13 AM
FR-1.9: Remember Me Persistence,KAN-12,10223,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Low,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:13 AM,26/Feb/26 10:13 AM,,,,0,"Functional,Auth",The system SHALL support 'Remember Me' functionality extending session to 30 days.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0004n:,,,,To Do,26/Feb/26 10:13 AM
FR-1.8: JWT Token Management,KAN-11,10222,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:13 AM,26/Feb/26 10:13 AM,,,,0,"Functional,Auth",The system SHALL issue JWT access tokens (15-min expiry) and refresh tokens (7-day expiry).,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0004f:,,,,To Do,26/Feb/26 10:13 AM
FR-1.7: Multi-method Authentication,KAN-10,10221,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:13 AM,26/Feb/26 10:13 AM,,,,0,"Functional,Auth",The system SHALL authenticate users via email/password or OAuth tokens.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i00047:,,,,To Do,26/Feb/26 10:13 AM
FR-1.6: Free Tier Welcome Bonus,KAN-9,10220,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:13 AM,26/Feb/26 10:13 AM,,,,0,"Functional,Credits",The system SHALL assign 50 Gold credits to newly registered free-tier accounts.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0003z:,,,,To Do,26/Feb/26 10:13 AM
FR-1.5: Unique Email Restriction,KAN-8,10219,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:13 AM,26/Feb/26 10:13 AM,,,,0,"Functional,Auth",The system SHALL prevent duplicate registrations using the same email address.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0003r:,,,,To Do,26/Feb/26 10:13 AM
FR-1.4: Password Policy Enforcement,KAN-7,10218,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:13 AM,26/Feb/26 10:13 AM,,,,0,"Functional,Auth","The system SHALL enforce password policies: min. 8 characters, 1 uppercase, 1 number, 1 special char.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0003j:,,,,To Do,26/Feb/26 10:13 AM
FR-1.3: Email Verification Link,KAN-6,10217,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,High,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:13 AM,26/Feb/26 10:13 AM,,,,0,"Functional,Auth",The system SHALL send an email verification link upon registration.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0003b:,,,,To Do,26/Feb/26 10:13 AM
FR-1.2: Social Registration OAuth,KAN-5,10216,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:13 AM,26/Feb/26 10:13 AM,,,,0,"Functional,Auth","The system SHALL support social registration via Google, GitHub, and Apple OAuth 2.0.",,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i00033:,,,,To Do,26/Feb/26 10:13 AM
FR-1.1: Register with Email/Password,KAN-4,10215,Story,To Do,KAN,AuraBeat,software,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,Your first project,Medium,,,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,26/Feb/26 10:13 AM,26/Feb/26 10:13 AM,,,,0,"Functional,Auth",The system SHALL allow users to register with email and password.,,TALHA NAVEED,712020:3294f30c-b5aa-49b0-8703-b095bf87826c,,,,,,,,,,,0|i0002v:,,,,To Do,26/Feb/26 10:13 AM
